name,author,narrator,time,releasedate,language,stars,price
Graceful Exits,Writtenby:SushilaBlackman-editor/compilation,"Narratedby:NeilShah,DawnHarvey,EmilyZeller,",3 hrs and 35 mins,09-12-14,English,3 out of 5 stars1 rating,100.00
Learn Greek with Innovative Language's Proven Language System - Level 05: Advanced,Writtenby:InnovativeLanguageLearning,Narratedby:GreekPod101.com,18 mins,23-06-11,English,Not rated yet,Free
Dress code. Tajemnice męskiej elegancji,Writtenby:KrzysztofŁoszewski,Narratedby:RochSiemianowski,4 hrs and 6 mins,22-12-21,polish,Not rated yet,334.00
Curious Beginnings,Writtenby:V.A.Lewis,Narratedby:TessIrondale,11 hrs and 11 mins,15-06-21,English,Not rated yet,"1,172.00"
Becoming a Professional Life Coach,"Writtenby:PatrickWilliams,DianeS.Menendez",Narratedby:ChloeCannon,13 hrs and 55 mins,13-08-19,English,5 out of 5 stars1 rating,703.00
Anti-Inflammatory Diet for Beginners,Writtenby:BobbyMurray,Narratedby:ChrisCline,1 hr and 5 mins,18-09-20,English,5 out of 5 stars1 rating,375.00
The Die of Destiny,Writtenby:FrankL.Cole,Narratedby:KirbyHeyborne,9 hrs and 31 mins,03-08-21,English,Not rated yet,937.00
Il grande salto,Writtenby:VanniOddera,Narratedby:RuggeroAndreozzi,4 hrs and 23 mins,08-02-22,italian,Not rated yet,267.00
Veiled Warriors,Writtenby:ChristineE.Hallett,Narratedby:ElizabethJasicki,11 hrs and 20 mins,21-01-15,English,Not rated yet,836.00
Wildflower,Writtenby:RaineCantrell,Narratedby:ElisabethRodgers,10 hrs and 39 mins,21-11-13,English,Not rated yet,836.00
The Darwin Economy,Writtenby:RobertHFrank,Narratedby:WalterDixon,8 hrs and 23 mins,17-10-11,English,4.5 out of 5 stars3 ratings,703.00
Mercurial Dreams,Writtenby:HadenaJames,Narratedby:TiaRider,7 hrs and 55 mins,17-08-21,English,Not rated yet,375.00
The Burning Secret,Writtenby:StefanZweig,Narratedby:MarkYoung,2 hrs and 15 mins,07-02-22,English,Not rated yet,166.00
Ek Sau Aath [One Hundred and Eight],Writtenby:ParveenTarana,Narratedby:AnuradhaJain,3 hrs and 27 mins,09-07-20,Hindi,4.5 out of 5 stars2 ratings,501.00
Unsent Letters [Russian Edition],Writtenby:AdelKutuj,"Narratedby:TatyanaLennikova,VyacheslavDugin,AlexeyZadachin,",54 mins,05-10-17,russian,Not rated yet,234.00
Surprised by Love,Writtenby:LyleW.Dorsett,Narratedby:KateReading,4 hrs and 58 mins,05-01-09,English,Not rated yet,586.00
Now Comes Good Sailing,Writtenby:AndrewBlauner,"Narratedby:WilliamHope,BarbaraBarnes,KaliswaBrewster,",12 hrs and 19 mins,19-10-21,English,Not rated yet,585.00
The Language of Things,Writtenby:DeyanSudjic,Narratedby:DanMorgan,4 hrs and 51 mins,28-05-15,English,Not rated yet,569.00
The Fight for Jerusalem,Writtenby:DoreGold,Narratedby:NadiaMay,10 hrs and 36 mins,17-01-07,English,3 out of 5 stars1 rating,836.00
Becoming an Empowered Empath,"Writtenby:WendyDeRosa,GabrielleBernstein-foreword",Narratedby:WendyDeRosa,8 hrs and 38 mins,30-03-21,English,4.5 out of 5 stars2 ratings,585.00
English Grammar Master - New Edition - Grammar Practice. For Upper-intermediate / Advanced Learners at Proficiency Level B2-C1,"Writtenby:DorotaGuzik,DominikaTkaczyk","Narratedby:LaraKalenik,TadeuszZ.Wolański,MaybeThatreCompany",3 hrs and 38 mins,27-03-18,English,5 out of 5 stars1 rating,401.00
Pity the Beast,Writtenby:RobinMcLean,Narratedby:DionGraham,11 hrs and 59 mins,02-11-21,English,Not rated yet,645.00
2009年5月4週目 ヴォイニッチの科学書,"Writtenby:中西貴之,BJ","Narratedby:中西貴之,BJ",33 mins,26-05-15,japanese,Not rated yet,
Swift Fox All Along,Writtenby:RebeccaThomas,Narratedby:LisaNasson,11 mins,15-03-21,English,Not rated yet,281.00
Die Beute des Aliens,Writtenby:NovaEdwins,"Narratedby:RobertKubus,StefanieMasnik",2 hrs and 30 mins,12-11-21,german,Not rated yet,166.00
Magische Gezeiten - Das Geschenk,Writtenby:GabiRüther,Narratedby:GabiRüther,4 hrs and 7 mins,23-03-21,german,Not rated yet,132.00
The Better Half,Writtenby:SharonMoalem,Narratedby:SharonMoalem,5 hrs and 43 mins,07-04-20,English,Not rated yet,888.00
El Método Merkel,"Writtenby:DirkKurbjuweit,AnaEstherRodríguez-traductor","Narratedby:TeresaCastanedo,SolAlonso,DiegodelArco,",9 hrs and 57 mins,23-11-21,spanish,Not rated yet,703.00
How Not to be Afraid of Your Own Life,Writtenby:SusanPiver,Narratedby:SusanPiver,4 hrs and 57 mins,24-05-07,English,Not rated yet,
The Rise and Fall of Apartheid,Writtenby:DavidWelsh,Narratedby:GaryRundle,26 hrs and 47 mins,24-02-20,English,Not rated yet,"1,138.00"
宇宙は何でできているのか　素粒子物理学で解く宇宙の謎,Writtenby:村山斉,Narratedby:日下純,5 hrs and 8 mins,25-11-21,japanese,Not rated yet,837.00
Das Buch des Vergebens,"Writtenby:DesmondTutu,MphoTutu",Narratedby:ClausBrockmeyer,5 hrs and 55 mins,11-04-14,german,Not rated yet,468.00
Love Lifted Me,"Writtenby:SaraEvans,RachelHauck",Narratedby:RebeccaGallagher,9 hrs and 17 mins,03-01-12,English,Not rated yet,844.00
Der zerbrochene Ring,Writtenby:EvaMenasse,Narratedby:KarolaNiederhuber,11 mins,02-10-14,german,Not rated yet,65.00
Junk Science and the American Criminal Justice System,Writtenby:M.ChrisFabricant,Narratedby:ChrisHenryCoffey,10 hrs and 50 mins,05-04-22,English,Not rated yet,938.00
Reklamechefens bedrageriske fidus,Writtenby:Diverse,Narratedby:BjarneMouridsen,11 mins,24-11-21,danish,Not rated yet,32.00
Baby Animals in Burrows,Writtenby:MarthaE.H.Rustad,Narratedby:anonymous,2 mins,15-03-22,English,Not rated yet,82.00
The Complete Low-FODMAP Diet,"Writtenby:SueShepherdPhD,PeterGibsonMD",Narratedby:AudreyCannon,2 hrs and 53 mins,05-02-21,English,4 out of 5 stars1 rating,"1,172.00"
Concierge Medicine,Writtenby:StevenD.Knope,Narratedby:GeorgeK.Wilson,8 hrs and 1 min,18-02-13,English,Not rated yet,601.00
"Как работать по 4 часа в неделю, жить где угодно и богатеть",Writtenby:SmartReading,Narratedby:ТатьянаМаерс,31 mins,31-07-20,russian,Not rated yet,132.00
グリーン・ジャイアント 脱炭素ビジネスが世界経済を動かす,Writtenby:森川潤,Narratedby:野村達也,7 hrs and 4 mins,24-12-21,japanese,Not rated yet,837.00
The Kissing Booth,Writtenby:BethReekles,Narratedby:CynthiaHolloway,9 hrs and 36 mins,27-05-13,English,5 out of 5 stars3 ratings,683.00
Oathbound,Writtenby:VictoriaMcCombs,Narratedby:EllenQuay,10 hrs and 58 mins,15-02-22,English,Not rated yet,891.00
A Gathering Midnight,Writtenby:HollyRace,Narratedby:BillieFulford-Brown,10 hrs and 4 mins,10-06-21,English,Not rated yet,"1,328.00"
Hindi,Writtenby:LivingLanguage,Narratedby:LivingLanguage,41 mins,10-12-07,English,Not rated yet,753.00
Fast Focus,Writtenby:DamonZahariades,Narratedby:JoeHempel,2 hrs and 58 mins,24-02-17,English,5 out of 5 stars1 rating,233.00
The Art of Coaching Teams,Writtenby:ElenaAguilar,Narratedby:CourtneyPatterson,10 hrs and 16 mins,28-09-16,English,Not rated yet,836.00
Блоха и профессор,"Writtenby:ГансХристианАндерсен,АннаГанзен",Narratedby:ДмитрийШандро,11 mins,23-12-21,russian,Not rated yet,32.00
Water Wings,Writtenby:MorrisGleitzman,Narratedby:Mary-AnneFahey,,29-09-21,English,Not rated yet,398.00
Great Buddha Gym for All Mens and Womens,Writtenby:SallieTisdale,Narratedby:TiffanyMorgan,1 hr and 34 mins,28-04-15,English,3 out of 5 stars2 ratings,100.00
Hellion,Writtenby:BertriceSmall,Narratedby:DanielleCohen,16 hrs and 54 mins,18-08-20,English,Not rated yet,703.00
The Trouble with You,Writtenby:LACotton,"Narratedby:SarahPuckett,WenRoss",11 hrs and 1 min,17-06-19,English,Not rated yet,836.00
Anton og Santo,Writtenby:CamillaWandahl,Narratedby:MartinJohs.Møller,35 mins,15-06-21,danish,Not rated yet,166.00
The Evil Echo,"Writtenby:MichaelDahl,ScottNickel,JeffCrowther",Narratedby:anonymous,9 mins,16-03-22,English,Not rated yet,105.00
The Divine Comedy,Writtenby:DanteAlighieri,Narratedby:PamWard,13 hrs and 3 mins,18-05-09,English,Not rated yet,516.00
Zegastos Kinder,Writtenby:BenB.Black,Narratedby:ClaudiaRohnefeld,4 hrs,07-02-22,german,Not rated yet,334.00
"1,000 Dollars & an Idea",Writtenby:SamWyly,Narratedby:PhilGigante,8 hrs and 33 mins,01-09-08,English,Not rated yet,702.00
First to Fall,Writtenby:KenEllingwood,Narratedby:AlexBoyles,,04-05-21,English,Not rated yet,937.00
Die genial einfache Vermögensstrategie,"Writtenby:MartinWeber,HeikeJacobs,ChristineLaudenbach,",Narratedby:SebastianPappenberger,7 hrs and 27 mins,14-05-20,german,Not rated yet,602.00
Amazing U.S. Air Force Facts,Writtenby:MandyR.Marx,Narratedby:Anonymous,2 mins,23-02-22,English,Not rated yet,82.00
Wisdom of Souls,"Writtenby:AnnJ.ClarkPhD,KarenJoy,JoanneSelinskePhD,",Narratedby:LeslieHoward,10 hrs and 1 min,08-12-19,English,4.5 out of 5 stars3 ratings,703.00
Il centenario che voleva salvare il mondo,Writtenby:JonasJonasson,Narratedby:ValerioAmoruso,11 hrs and 51 mins,31-12-20,italian,Not rated yet,
The First Wall,Writtenby:GavThorpe,Narratedby:JonathanKeeble,12 hrs and 44 mins,29-02-20,English,4 out of 5 stars4 ratings,"1,138.00"
Ins neue Land,Writtenby:GabrieleReuter,Narratedby:ClaudiaFalk,3 hrs and 48 mins,04-01-22,german,Not rated yet,267.00
The House of Tongues,Writtenby:JamesDashner,Narratedby:MalcolmHillgartner,12 hrs and 22 mins,21-10-21,English,Not rated yet,703.00
"SmartPass Plus Audio Education Study Guide to Macbeth (Unabridged, Dramatised, Commentary Options)","Writtenby:WilliamShakespeare,SimonPotter","Narratedby:Full-CastfeaturingJoanWalker,NickMurchie,CoralynSheldon",7 hrs and 7 mins,14-06-06,English,Not rated yet,665.00
The Woodshed Mystery,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,1 hr and 55 mins,25-07-12,English,5 out of 5 stars1 rating,305.00
The Red Dirt Road,Writtenby:AlissaCallen,Narratedby:CaseyWithoos,8 hrs and 51 mins,02-09-21,English,Not rated yet,645.00
Anatomy of a Murder,Writtenby:RobertTraver,Narratedby:JasonCulp,19 hrs and 18 mins,16-06-20,English,4.5 out of 5 stars4 ratings,221.00
The Clutter Remedy,Writtenby:MarlaStone,Narratedby:CynthiaFarrell,5 hrs and 25 mins,31-12-19,English,Not rated yet,837.00
Higher Education's Road to Relevance,"Writtenby:SusanA.Ambrose,LauraWankel",Narratedby:RandyeKaye,,28-01-20,English,5 out of 5 stars1 rating,586.00
Der Wüstenplanet - Der Herzog von Caladan,"Writtenby:BrianHerbert,KevinJ.Anderson,JakobSchmidt-Übersetzer","Narratedby:MarkBremer,UtaDänekamp",16 hrs and 7 mins,09-11-21,german,Not rated yet,"1,005.00"
The Wisdom Jesus,Writtenby:CynthiaBourgeault,Narratedby:JoHowarth,6 hrs and 54 mins,18-11-14,English,4 out of 5 stars1 rating,668.00
Revolutionary Mothering,"Writtenby:AlexisPaulineGumbs-editor,ChinaMartens-editor,Mai'aWilliams-editor",Narratedby:DianaBlue,8 hrs and 54 mins,02-02-21,English,Not rated yet,586.00
The Sky Is Everywhere,Writtenby:JandyNelson,Narratedby:JuliaWhelan,7 hrs and 10 mins,09-03-10,English,4.5 out of 5 stars2 ratings,586.00
Stacking the Deck,Writtenby:DavidS.Pottruck,Narratedby:ChristopherPrice,8 hrs and 20 mins,27-07-20,English,Not rated yet,668.00
Conservation,"Writtenby:CharlesPerrings,AnnKinzig",Narratedby:KyleTait,16 hrs and 27 mins,23-11-21,English,Not rated yet,703.00
Embattled Rebel,Writtenby:JamesM.McPherson,Narratedby:RobertFass,5 hrs and 38 mins,07-10-14,English,Not rated yet,"1,131.00"
You Can Change Other People,"Writtenby:PeterBregman,HowieJacobsonPhD",Narratedby:PeterBregman,4 hrs and 59 mins,28-09-21,English,5 out of 5 stars1 rating,
Budbringerne,Writtenby:MargaretPetersonHaddix,Narratedby:GreteTulinius,8 hrs and 1 min,15-06-21,danish,Not rated yet,468.00
De l'Education des Femmes,Writtenby:Pierre-Ambroise-FrançoisChoderlosdeLaclos,Narratedby:PhilippeBertin,2 hrs and 3 mins,06-07-10,french,Not rated yet,359.00
X,"Writtenby:JessicaGunderson,WilliamHayden,KeithMayesPhD",Narratedby:anonymous,12 mins,15-03-22,English,Not rated yet,93.00
The Hangman,Writtenby:LouisePenny,Narratedby:RobertBathurst,1 hr and 22 mins,18-11-21,English,Not rated yet,187.00
Chicken Soup for the Romantic Soul: Inspirational Stories About Love and Romance,"Writtenby:JackCanfield,MarkVictorHansen",Narratedby:AnnMarieGideon,7 hrs and 30 mins,28-05-13,English,Not rated yet,668.00
Annapurna,"Writtenby:ArleneBlum,MauriceHerzog-foreword",Narratedby:EileenStevens,9 hrs and 59 mins,20-11-18,English,5 out of 5 stars4 ratings,820.00
"Disney Princess: Tangled, Brave, Beauty and the Beast",Writtenby:DisneyBookGroup,Narratedby:DisneyBookGroup,25 mins,07-10-20,English,Not rated yet,117.00
Dangerous Religious Ideas,Writtenby:RachelS.Mikva,Narratedby:SybilJohnson,8 hrs and 52 mins,03-11-20,English,Not rated yet,"1,005.00"
The Beautiful Little Things,Writtenby:MelissaHill,Narratedby:NicolaBarber,9 hrs and 4 mins,21-09-21,English,Not rated yet,844.00
Allegory of the Cave,Writtenby:Plato,Narratedby:DeaverBrown,52 mins,15-08-07,English,Not rated yet,94.00
Im Auftrag der Toten,Writtenby:AxelPetermann,Narratedby:MichaelA.Grimm,13 hrs and 17 mins,01-11-21,german,Not rated yet,770.00
The Fast Metabolism Diet,Writtenby:HayliePomroy,Narratedby:RebeccaLowman,5 hrs and 42 mins,07-08-14,English,Not rated yet,615.00
Menteur,Writtenby:EdenFinley,"Narratedby:BenoîtBerthon,LionelMonier",7 hrs and 16 mins,14-10-21,french,Not rated yet,490.00
Um novo mundo [A New Earth],Writtenby:EckhartTolle,Narratedby:SidneyFerreira,,02-03-22,portuguese,Not rated yet,187.00
Who Was Alfred Hitchcock?,"Writtenby:PamelaD.Pollack,MegBelviso",Narratedby:GildartJackson,52 mins,06-12-16,English,Not rated yet,351.00
Scam Me If You Can,Writtenby:FrankAbagnale,Narratedby:JasonCulp,9 hrs and 11 mins,27-08-19,English,5 out of 5 stars2 ratings,"1,005.00"
Moving in the Apostolic,Writtenby:JohnEckhardt,Narratedby:MirronWillis,5 hrs and 12 mins,17-01-17,English,Not rated yet,762.00
Der lange Weg zur Freiheit,Writtenby:NelsonMandela,Narratedby:ThomasBalouMartin,28 hrs and 41 mins,31-03-14,german,Not rated yet,468.00
A Certain Idea of France,Writtenby:JulianJackson,Narratedby:JohnBanks,35 hrs and 19 mins,19-09-19,English,5 out of 5 stars1 rating,"1,093.00"
Kaufmännische Steuerung & Kontrolle für Kaufmann / Kauffrau im Großhandel,Writtenby:BenReichgruen,Narratedby:DanielWandelt,46 mins,19-11-15,german,Not rated yet,233.00
The Cat Who Saved Books,"Writtenby:SosukeNatsukawa,LouiseHealKawai-translator",Narratedby:KevinShen,5 hrs and 7 mins,16-09-21,English,4.5 out of 5 stars6 ratings,323.00
"Trust Me, Jack's Beanstalk Stinks!","Writtenby:EricBraun,CristianBernardini",Narratedby:anonymous,7 mins,30-03-22,English,Not rated yet,82.00
Smart Phone Dumb Phone,Writtenby:AllenCarr,Narratedby:JotDavies,7 hrs and 35 mins,05-09-19,English,5 out of 5 stars2 ratings,569.00
Garbage Land,Writtenby:ElizabethRoyte,"Narratedby:ElizabethRoyte,JenniferAquino",11 hrs and 44 mins,10-08-21,English,Not rated yet,500.00
Liberty for All?,Writtenby:JoyHakim,Narratedby:ChristinaMoore,5 hrs and 41 mins,04-02-05,English,Not rated yet,668.00
Les grandes affaires des services secrets,Writtenby:RémiKauffer,Narratedby:HubertDrac,17 hrs and 1 min,27-01-22,french,Not rated yet,"1,057.00"
Fall Harvests,Writtenby:MarthaE.H.Rustad,Narratedby:Intuitive,4 mins,17-05-17,English,Not rated yet,
My Ticket to Ride,Writtenby:JaniceMitchell,Narratedby:JanetMetzger,8 hrs and 10 mins,26-10-21,English,Not rated yet,703.00
Ivy Lane,Writtenby:CathyBramley,Narratedby:ColleenPrendergast,11 hrs and 59 mins,09-04-15,English,Not rated yet,752.00
Looking for Lorraine,Writtenby:ImaniPerry,Narratedby:LisaGayHamilton,8 hrs and 27 mins,18-09-18,English,Not rated yet,"1,005.00"
The Little Book of Bull Moves in Bear Markets,Writtenby:PeterD.Schiff,Narratedby:SeanPratt,6 hrs and 44 mins,23-10-08,English,1 out of 5 stars1 rating,703.00
Eld och is,Writtenby:ErinHunter,Narratedby:MattiasLinderoth,9 hrs and 40 mins,26-08-21,swedish,Not rated yet,568.00
The Story of the Lafayette Escadrille,Writtenby:GeorgesThenault,Narratedby:JohannZeiger,3 hrs and 14 mins,04-12-19,English,Not rated yet,469.00
Shingles Audio Collection Volume 6,"Writtenby:RobertBevan,DrewHayes,R.E.Carr,","Narratedby:CassandraMyles,CalWembly",13 hrs and 55 mins,07-09-21,English,Not rated yet,703.00
Tietjen auf Tour,Writtenby:BettinaTietjen,Narratedby:BettinaTietjen,7 hrs and 31 mins,24-02-21,german,Not rated yet,669.00
The Numbered Discourses,Writtenby:BhikkhuSujato,Narratedby:Taradasa,56 hrs and 59 mins,05-12-21,English,Not rated yet,"1,518.00"
Man Down,"Writtenby:IrmaVenter,KarinSchimke-translator","Narratedby:SarahZimmerman,SteveWest,IngeborgRiedmaier",11 hrs and 29 mins,20-04-21,English,Not rated yet,"1,008.00"
Glorious Grace,Writtenby:JosephPrince,Narratedby:JasonYounger,9 hrs and 49 mins,05-04-16,English,Not rated yet,500.00
The Confessions,Writtenby:SaintAugustine,Narratedby:LanceSmith,13 hrs and 3 mins,30-09-20,English,Not rated yet,702.00
The Sense of an Ending,Writtenby:JulianBarnes,Narratedby:RichardMorant,4 hrs and 37 mins,04-08-11,English,4.5 out of 5 stars46 ratings,467.00
The Dungeon Anarchist's Cookbook,Writtenby:MattDinniman,"Narratedby:JeffHays,TheCriticalDrinker",,14-05-21,English,5 out of 5 stars3 ratings,836.00
Never Be Sick Again,"Writtenby:KesterCotton,RaymondFrancisMsC",Narratedby:AlanSklar,13 hrs and 36 mins,25-08-11,English,5 out of 5 stars2 ratings,773.00
Ghost Ship,Writtenby:A.D.AFrance-Williams,Narratedby:A.D.AFrance-Williams,6 hrs and 33 mins,31-01-22,English,Not rated yet,773.00
Падение дома Ашеров,"Writtenby:ЭдгарАлланПо,КонстантинБальмонт",Narratedby:АлександрМаликов,48 mins,23-12-21,russian,Not rated yet,32.00
A Madness Most Discreet,Writtenby:NicholeVan,"Narratedby:MandyKaplan,CurtBonnem",12 hrs and 44 mins,17-11-20,English,Not rated yet,"1,172.00"
Такое сердце у меня [I Have Such a Heart],Writtenby:Зульфия,Narratedby:ЕленаБурова,5 hrs and 58 mins,14-02-19,russian,Not rated yet,117.00
Daring to Fly,Writtenby:LisaMillar,Narratedby:LisaMillar,8 hrs and 37 mins,01-09-21,English,Not rated yet,805.00
Dumping Princes,Writtenby:TyneO'Connell,Narratedby:NickyTalacko,6 hrs and 35 mins,29-10-08,English,Not rated yet,585.00
盗難,Writtenby:江戸川乱歩,Narratedby:鬼城院護,41 mins,31-03-22,japanese,Not rated yet,139.00
musicbook:ヒストリー・オブ・ディスコ 1978年,Writtenby:松本みつぐ,Narratedby:松本みつぐ,20 mins,13-07-15,japanese,Not rated yet,139.00
The Playbook,Writtenby:KwameAlexander,Narratedby:RuffinPrentiss,1 hr and 6 mins,14-02-17,English,Not rated yet,305.00
Wicked Grind,Writtenby:J.Kenner,Narratedby:PaulaHoffman,9 hrs and 12 mins,11-07-17,English,Not rated yet,668.00
Mushroom Rain,"Writtenby:LauraK.Zimmermann,JamieGreen",Narratedby:SimonVance,15 mins,05-04-22,English,Not rated yet,234.00
A Creed in Stone Creek,Writtenby:LindaLaelMiller,Narratedby:JackGarrett,11 hrs and 56 mins,01-07-12,English,Not rated yet,660.00
Memories of Ice,Writtenby:StevenErikson,Narratedby:RalphLister,43 hrs and 54 mins,03-01-19,English,5 out of 5 stars17 ratings,"1,025.00"
Ambition,Writtenby:NatalieKellerReinert,Narratedby:PiperGoodeve,11 hrs and 58 mins,08-05-18,English,Not rated yet,703.00
"The Qur'an - Surah 60: Al-Mumtahina aka Al-Imtihan, Al-Mawada",Writtenby:OneMediaiPLTD,Narratedby:A.Haleem,18 mins,16-03-18,English,Not rated yet,76.00
Откуда берутся хорошие идеи,Writtenby:SmartReading,Narratedby:ДмитрийЕвстратов,26 mins,04-09-20,russian,Not rated yet,132.00
Redl singt Villon,Writtenby:ChristianRedl,Narratedby:ChristianRedl,,14-10-20,german,Not rated yet,233.00
The Great Turkey Heist,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,2 hrs and 2 mins,28-08-12,English,Not rated yet,305.00
The Odyssey,Writtenby:Homer,Narratedby:AntonLesser,3 hrs and 55 mins,26-12-99,English,Not rated yet,501.00
ДНК Творца [Creator DNA],Writtenby:NadezhdaMamaeva,Narratedby:NellyNovikova,10 hrs and 51 mins,24-03-22,russian,Not rated yet,
